word tf idf tf-idf
вивчає 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
купить 0.00222697825080981 1.3463529744506386 0.002998298792014668
преданность 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
прикол 0.0001349683788369582 1.7442929831226763 0.00023542439614874933
увидеть 0.00016389017430202066 2.0453229787866576 0.0003352083394972734
год 0.0024294308190652477 1.1422329917947138 0.00277497603281918
сопричастный 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
9 0.000491670522906062 2.0453229787866576 0.0010056250184918203
щенковщенок 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
гость 0.0004049051365108746 2.0453229787866576 0.0008281617799344403
свой 0.0034706154558074966 1.7442929831226763 0.0060537701866821255
03 0.0017931513188338731 1.7442929831226763 0.0031277812631190977
brick 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
кусаться 5.7843590930124944e-05 2.0453229787866576 0.00011830882570492004
тип 0.0002217337652321456 2.0453229787866576 0.00045351716520219347
несколько 0.0003181397501156872 2.0453229787866576 0.0006506985413770602
кличка 0.0010122628412771865 1.7442929831226763 0.0017656829711156197
фотоальбом 4.820299244177078e-05 2.0453229787866576 9.859068808743336e-05
лигр 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
множество 0.00019281196976708313 1.7442929831226763 0.00033632056592678474
28 0.00048202992441770783 2.0453229787866576 0.0009859068808743337
выкармливать 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
плиточка 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
187 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
2021 0.002400509023600185 2.0453229787866576 0.004909816266754181
15620 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
г 0.0010219034397655406 0.9313796264798206 0.0009517800440272731
катер 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
рукотворный 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
facebookinstagramvkontakteodnoklassniki 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
карлос 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
обычный 0.0001349683788369582 2.0453229787866576 0.00027605392664481346
s 0.0002699367576739164 1.7442929831226763 0.00047084879229749866
первый 0.0009640598488354157 1.7442929831226763 0.0016816028296339235
количество 0.0002506555606972081 2.0453229787866576 0.0005126715780546535
вызывать 0.00024101496220885391 2.0453229787866576 0.0004929534404371668
владелец 0.0012339966065093321 2.0453229787866576 0.0025239216150382943
acana 0.00011568718186024989 2.0453229787866576 0.00023661765140984008
переходить 0.0003374209470923955 1.443262987458695 0.000486987164131713
страшно 5.7843590930124944e-05 2.0453229787866576 0.00011830882570492004
английски 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
организация 0.000183171371278729 2.0453229787866576 0.0003746446147322468
уравновешенный 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
кот 0.004270785130340892 1.443262987458695 0.006163866106009968
обнаруживать 5.7843590930124944e-05 2.0453229787866576 0.00011830882570492004
www 0.000183171371278729 2.0453229787866576 0.0003746446147322468
красный 0.0002506555606972081 1.443262987458695 0.0003617618933549868
творча 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
міжнародній 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
входящий 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
прекрасно 0.00014460897732531235 2.0453229787866576 0.0002957720642623001
тепло 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
крупный 0.00039526453802252046 2.0453229787866576 0.0008084436423169536
тушеный 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
мармозетка 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
происшествие 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
аша 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
звание 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
кошекзапор 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
попугай 0.0005302329168594786 1.7442929831226763 0.000924881556298658
человек 0.0017738701218571649 1.0453229787866574 0.0018542671997603824
слеза 4.820299244177078e-05 2.0453229787866576 9.859068808743336e-05
оливье 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
спасибо 0.00016389017430202066 2.0453229787866576 0.0003352083394972734
кураев 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
восхождение 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
вспоминать 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
eng 2.8921795465062472e-05 1.7442929831226763 5.044808488901771e-05
скобейд 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
экзотический 0.00023137436372049977 2.0453229787866576 0.00047323530281968016
котик 0.00041454573499922874 2.0453229787866576 0.0008478799175519269
de 6.74841894184791e-05 2.0453229787866576 0.00013802696332240673
903 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
рецепт 0.000183171371278729 1.1422329917947138 0.00020922438342684294
людський 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
termed 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
клуб 0.0005205923183711244 1.2671717284030137 0.0006596798678636697
почка 0.00010604658337189573 2.0453229787866576 0.00021689951379235341
частичка 3.856239395341663e-05 1.7442929831226763 6.726411318535695e-05
top 0.00010604658337189573 1.7442929831226763 0.0001849763112597316
популярный 0.0005977171062779578 2.0453229787866576 0.0012225245322841738
premium 2.8921795465062472e-05 1.7442929831226763 5.044808488901771e-05
справочный 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
подрощенный 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
захлебыши 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
ru 0.0013978867808113527 2.0453229787866576 0.0028591299545355675
прочее 5.7843590930124944e-05 2.0453229787866576 0.00011830882570492004
растение 0.0004338269319759371 1.3463529744506386 0.0005840841802625977
п 0.0002024525682554373 2.0453229787866576 0.00041408088996722014
возможный 0.000183171371278729 1.7442929831226763 0.0003195045376304455
цена 0.001166512417090853 0.7442929831226762 0.0008682270067661944
пружинить 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
брать 7.712478790683326e-05 2.0453229787866576 0.0001577451009398934
prior 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
77 0.00010604658337189573 1.443262987458695 0.0001530531087271098
cup 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
for 0.0001349683788369582 2.0453229787866576 0.00027605392664481346
вид 0.0008001696745333951 2.0453229787866576 0.001636605422251394
ofa 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
опыт 0.00019281196976708313 2.0453229787866576 0.00039436275234973345
причастный 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
личный 0.0002699367576739164 1.7442929831226763 0.00047084879229749866
пользователь 0.0002699367576739164 2.0453229787866576 0.0005521078532896269
семья 0.0006459200987197285 1.7442929831226763 0.0011266738958547289
грызунов 0.0006362795002313743 1.7442929831226763 0.0011098578675583896
кушать 3.856239395341663e-05 2.0453229787866576 7.88725504699467e-05
модница 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
продаживидео 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
инъекция 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
страна 0.0002217337652321456 2.0453229787866576 0.00045351716520219347
мачо 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
корвет 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
нагрудник 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
бобтейл 0.0002024525682554373 1.568201724066995 0.00031748646657996777
тигр 0.00012532778034860404 2.0453229787866576 0.00025633578902732677
пах 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
обаятельный 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
записка 0.00016389017430202066 2.0453229787866576 0.0003352083394972734
линия 4.820299244177078e-05 2.0453229787866576 9.859068808743336e-05
чей 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
ск 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
574 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
фрг 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
обновлять 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
выдвигать 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
произносить 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
попробовать 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
åñòü 0.00019281196976708313 1.7442929831226763 0.00033632056592678474
ýïèëåïñèè 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
совесть 3.856239395341663e-05 1.7442929831226763 6.726411318535695e-05
выбирать 0.0007519666820916242 2.0453229787866576 0.0015380147341639604
веселый 0.00021209316674379147 2.0453229787866576 0.00043379902758470683
subscribe 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
марина 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
грустить 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
мурлыкать 8.676538639518741e-05 1.7442929831226763 0.00015134425466705313
найда 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
объявлять 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
вибороть 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
ïîñëåäíåå 0.00010604658337189573 1.0453229787866574 0.00011085293042045765
продлевать 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
несколько 0.0003181397501156872 1.568201724066995 0.0004989073046256636
азиатский 2.8921795465062472e-05 1.7442929831226763 5.044808488901771e-05
inclover 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
характеристика 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
собачий 0.00016389017430202066 1.568201724066995 0.0002570128538980691
кормить 0.0004049051365108746 2.0453229787866576 0.0008281617799344403
вакцинация 0.00030849915162733303 1.568201724066995 0.00048378890145518895
регистрационный 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
екатерина 3.856239395341663e-05 2.0453229787866576 7.88725504699467e-05
нетленка 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
18услуги 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
дуся 8.676538639518741e-05 1.1422329917947138 9.910628688639928e-05
воспитывать 9.640598488354157e-05 1.7442929831226763 0.00016816028296339237
15 0.0011183094246490822 0.8991949431084194 0.0010055781794749408
заниматься 0.00023137436372049977 2.0453229787866576 0.00047323530281968016
39 0.00030849915162733303 2.0453229787866576 0.0006309804037595736
¿  8.676538639518741e-05 2.0453229787866576 0.00017746323855738006
сочетание 4.820299244177078e-05 2.0453229787866576 9.859068808743336e-05
дарбобина 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
отличие 8.676538639518741e-05 2.0453229787866576 0.00017746323855738006
сила 0.00023137436372049977 1.568201724066995 0.0003628416760913917
мало 0.00021209316674379147 1.443262987458695 0.0003061062174542196
1видеоролики 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
британский 0.0021305722659262687 2.0453229787866576 0.004357708413464554
весь 0.0030464291223199136 1.568201724066995 0.0047774154018699905
морковка 3.856239395341663e-05 1.568201724066995 6.047361268189862e-05
пемброк 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
гоночный 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
log 5.7843590930124944e-05 1.568201724066995 9.071041902284793e-05
картофель 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
алфавитный 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
занимать 3.856239395341663e-05 2.0453229787866576 7.88725504699467e-05
человек 0.0017738701218571649 2.0453229787866576 0.0036281373216175477
предварительный 7.712478790683326e-05 1.7442929831226763 0.0001345282263707139
телевизор 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
долго 0.00015424957581366652 1.7442929831226763 0.0002690564527414278
îáðàùàåì 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
протирать 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
производиться 4.820299244177078e-05 1.7442929831226763 8.408014148169619e-05
мау 7.712478790683326e-05 1.443262987458695 0.0001113113518015344
43 0.00012532778034860404 1.7442929831226763 0.00021860836785241006
керамический 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
также 0.0008290914699984575 1.568201724066995 0.0013001826726608203
небезпек 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
ночь 0.00016389017430202066 2.0453229787866576 0.0003352083394972734
берштадт 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
котяткупать 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
блог 0.0004049051365108746 2.0453229787866576 0.0008281617799344403
разведчик 6.74841894184791e-05 1.2002249387724007 8.099620711289917e-05
эхокг 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
март 0.0005784359093012494 1.443262987458695 0.000834835138511508
выраженный 2.8921795465062472e-05 1.568201724066995 4.5355209511423966e-05
сфинкс 0.0006555606972080826 2.0453229787866576 0.0013408333579890937
девочка 0.0007519666820916242 2.0453229787866576 0.0015380147341639604
№ 0.0002217337652321456 1.443262987458695 0.0003200201364294114
екатеринбург 0.00012532778034860404 2.0453229787866576 0.00025633578902732677
3 0.001590698750578436 2.0453229787866576 0.003253492706885301
древний 0.0002024525682554373 1.7442929831226763 0.000353136594223124
вместо 6.74841894184791e-05 1.568201724066995 0.0001058288221933226
кондиционер 3.856239395341663e-05 1.7442929831226763 6.726411318535695e-05
мочь 0.0024101496220885394 1.7442929831226763 0.0042040070740848095
пользование 2.8921795465062472e-05 2.0453229787866576 5.915441285246002e-05
ринка 3.856239395341663e-05 1.443262987458695 5.56556759007672e-05
внешний 0.00027957735616227056 2.0453229787866576 0.0005718259909071135
октябрь 0.0002892179546506247 2.0453229787866576 0.0005915441285246002
пайеток 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
дополнять 1.9281196976708315e-05 2.0453229787866576 3.943627523497335e-05
загрязнение 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
попытка 5.7843590930124944e-05 2.0453229787866576 0.00011830882570492004
сарай 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
класс 0.0002217337652321456 1.7442929831226763 0.0003867686508158024
61 4.820299244177078e-05 1.7442929831226763 8.408014148169619e-05
доска 0.00042418633348758293 1.568201724066995 0.0006652097395008848
знаменитость 3.856239395341663e-05 1.568201724066995 6.047361268189862e-05
трансформер 8.676538639518741e-05 1.1422329917947138 9.910628688639928e-05
уровень 0.0001349683788369582 2.0453229787866576 0.00027605392664481346
775 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
дефект 3.856239395341663e-05 1.7442929831226763 6.726411318535695e-05
беременный 6.74841894184791e-05 2.0453229787866576 0.00013802696332240673
обнаруживать 5.7843590930124944e-05 1.7442929831226763 0.00010089616977803543
дружба 8.676538639518741e-05 1.7442929831226763 0.00015134425466705313
передавать 7.712478790683326e-05 1.7442929831226763 0.0001345282263707139
смениться 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
ìýíñêàÿíàïîëåîííåâñêàÿ 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
красавец 9.640598488354157e-05 2.0453229787866576 0.00019718137617486672
комфортно 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
2смешное 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
иудейка 9.640598488354157e-06 2.0453229787866576 1.9718137617486674e-05
cuisine 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
дома 0.0002602961591855622 2.0453229787866576 0.0005323897156721401
мопс 7.712478790683326e-05 1.443262987458695 0.0001113113518015344
мочь 0.0024101496220885394 1.2671717284030137 0.003054073462331805
часть 0.0005302329168594786 2.0453229787866576 0.0010844975689617668
è 0.00440575350917785 0.5401730004667514 0.0023798690923695185
холмик 1.9281196976708315e-05 1.7442929831226763 3.363205659267847e-05
ðåêëàìà 9.640598488354157e-05 2.0453229787866576 0.00019718137617486672
нести 7.712478790683326e-05 1.7442929831226763 0.0001345282263707139
воспитывать 9.640598488354157e-05 2.0453229787866576 0.00019718137617486672
родитель 0.00019281196976708313 2.0453229787866576 0.00039436275234973345
